query,relative_courses_id,tags
我對性別議題很感興趣，有沒有提供課程或活動讓我了解性別在企業或社會中的影響和應用？,"['STP121', 'GEAE2315', 'GEAE2319', 'GESL381', 'PAM606']",性別與管理微學程
聽說這個微學程關注永續發展教育，想了解更多實際的實作經驗，哪些課程可以幫助我學習？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
我對永續發展議題很感興趣，是否有課程能夠讓我了解如何將設計思考與創意設計方法應用於實際的環境保護問題？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
我對永續發展議題很感興趣， STREAM微學程的課程安排是什麼樣的？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
我想了解如何在實際生活中運用設計思考，是否有任何相關的實作課程或工作坊？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
我想了解如何將設計思考應用在實際的永續發展問題上，哪些課程或實作有助於學習這個領域？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
我對永續發展議題很感興趣，想了解這些課程是如何結合實踐和研究的？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
這個學程裡有很多跟環境保護和設計思考相關的課程，我想知道哪些課程會更深入地探討永續發展的實際應用？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
我想了解如何結合設計思考和創意設計方法來推動永續發展，有什麼課程或實踐活動可以參與嗎？,"['STP182', 'STP291', 'GEAE2135', 'GEAE2624', 'GEAI1027', 'GEAI1047', 'PIS2002', 'PIS2011', 'IOE584', 'ISI522', 'IOE778']",STREAM永續發展培力微學程
這個跨域應用整合學程好像有很多有趣的課程，請問有哪些課程可以幫助我提高中文寫作和表達能力？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我想學習中文創意跨域應用整合，想知道有哪些課程可以幫助我提高中文思辨和表達能力？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我想學習中文創意跨域應用整合的課程，有哪些選擇能夠幫助我提高中文思辨和表達能力？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我想學習中文創意跨域應用整合學程，但有很多課程名稱都很長，我想知道哪些課程比較適合初學者？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我想在學程中學習如何結合中文和創意，請問有哪些課程能夠幫助我培養創意思維和跨域應用能力？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我想學習中文創意跨域應用整合的課程，有哪些可以培養我批判性思維和表達能力的選擇？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我對中文創意跨域應用很感興趣，想了解這個學程的核心內容和課程安排，請問哪些課程比較重要或有助於學習？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
我想學習如何用中文表達自己的想法，有哪些課程可以幫助我提高中文思辨能力和表達技巧？,"['GECE103', 'GECE103A', 'GECE103B', 'GECE103C', 'GECE103D', 'GECE103E', 'GECE103F', 'GECE103G', 'GECE103H', 'GECE103I', 'GECE103J', 'GECE103K', 'GECE103L', 'GEAE2330', 'GEAE2343', 'GEAE2426', 'GEAI1047', 'GEAI1150', 'CL183', 'CL201', 'CL205', 'CL205A', 'CL207', 'CL207A', 'CL303', 'CL307', 'CL307A', 'CL342', 'CL439', 'CL448', 'TA302', 'SOC130', 'SOC339', 'PIS2011']",中文創意跨域應用整合學程
對海洋休閒運動產業很感興趣，想知道哪些課程能夠讓我學會初級潛水或帆船技術？,"['GEPE203', 'GEPE203A', 'GEPE203B', 'GEPE215', 'GEPE215A', 'GEPE215B', 'GEPE215C', 'GEPE215D', 'GEPE215E', 'GEPE215F', 'GEPE215G', 'GEPE215H', 'GEPE215I', 'GEPE215J', 'GEPE217', 'GEPE217A', 'GEPE230', 'GEAE2301', 'MRSC114']",永續海洋休閒運動產業學程
我想學習海洋休閒運動相關的課程，但不太確定哪些是初學者的好選擇，能給我一些建議嗎？,"['GEPE203', 'GEPE203A', 'GEPE203B', 'GEPE215', 'GEPE215A', 'GEPE215B', 'GEPE215C', 'GEPE215D', 'GEPE215E', 'GEPE215F', 'GEPE215G', 'GEPE215H', 'GEPE215I', 'GEPE215J', 'GEPE217', 'GEPE217A', 'GEPE230', 'GEAE2301', 'MRSC114']",永續海洋休閒運動產業學程
