url,change,changeDescription,multipleCompulsory,department,id,grade,class,name,credit,yearSemester,compulsory,restrict,select,selected,remaining,teacher,room,classTime,description,tags,english,syllabus,objectives
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP268&Crsname=語文領域-英語文專長教材教法,,,False,中學學程,STP268,0,不分班,"語文領域-英語文專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR ENGLISH",2,期,False,50,0,4,46,莊雪華,"二3,4(社SS 2005)","['', '34', '', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False,"This course presents an overview of contemporary teaching approaches consolidated by SLA research and empirical classroom practices in the field of Teaching English as a Second Language (TESOL). The class will be conducted through lectures, in-class group discussions, field teaching observations, student presentations, and final micro teaching. Knowledge of teaching approaches and methods presented by the above various classroom activities will lead students to arrive at their own personal conceptualizations of teaching English at middle and high school environment in Taiwan. Online resources, audio-visual aids, technology, supplementary readings as well as textbooks will be utilized in providing diverse perspectives in TESOL practices.","It is hoped that students can achieve the following goals:1.To familiarize students with contemporary teaching approaches in the dimensions of the role of the teacher, the role of the students, the nature of student-teacher interaction, the view of language, and ways of evaluation.2.To critically determine which principles of the methods are mostly consistent with their own thinking and therefore uncover their beliefs about teaching.3.To practice the methods introduced in group.4.To take advantage of modern technologies to facilitate language teaching."
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP270&Crsname=數學領域-數學專長教材教法,異動,更換時間8/21,False,中學學程,STP270,0,不分班,"數學領域-數學專長教材教法
MATHEMATICS TEACHING METHODS",2,期,False,50,0,3,47,黃家杰,"三1,A(社SS 2004-3)","['', '', 'A1', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False,本課程之目的在訓練同學熟悉數學科教材，規劃課堂進行的步驟、內容及學習單，靈活運用不同的教學法及技巧來增進學習者學習興趣。1.探究數學常用教學方法(含科技應用)2.探究數學各主題內容概念發展3.教學活動設計(教案撰寫)4.校外參觀教學,1.探究並瞭解數學教學常用之教學方法與學生數學學習認知發展。2.探究各數學主題單元概念的發展與教學設計，進而熟悉數學教材。3.藉由觀摩教學，使學生接觸目前國高中數學科在學校環境及教師教學技巧的效果。4.能設計出具有創意的數學教學活動。
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP272&Crsname=社會領域-公民與社會專長教材教法,,,False,中學學程,STP272,0,不分班,"社會領域-公民與社會專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR SOCIAL STUDIES",2,期,False,50,0,2,48,張至慶,"五5,6(社SS 2002-2)","['', '', '', '', '56', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False,本課程透過講授、討論、教學檔案製作、教案設計與教學演示等學習過程，培養師資生對未來進行公民科教學之目標、教學方法、學生評量以及自我專業成長等面向，有初步之理解與認識，以作為未來實際教學之準備。,了解公民科教學之目標與社會科課程中定位探索主要教材教法與教學設計之議題掌握公民科學習評量之重點與原則認識並實際進行教學檔案製作理解教案設計的要件與重點與實作將本課程理論部分，嘗試於教學演練中作綜合呈現
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP274&Crsname=藝術領域-音樂藝術專長教材教法,,,False,中學學程,STP274,0,不分班,"藝術領域-音樂藝術專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR ARTS/MUSIC",2,期,False,50,0,14,36,洪佳慧,"三3,4(社SS 2006)","['', '', '34', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False,1.十二年國教課綱總綱和藝術領綱之內涵與特色2.中學音樂/藝術課程與教材教法的發展3.當代著名音樂教學法的介紹與比較4.中學音樂/藝術教材的分析與中學音樂/藝術教材教法概論5.中學音樂/藝術教材教法在中學音樂/藝術課程的實踐與應用6.中學音樂/藝術課程設計與簡易教案初步撰寫練習7.教育目標分類系統的認識與其在音樂/藝術教學上之運用8.教學評量的認識與設計9.完整音樂/藝術教案之撰寫說明10.ICT融入音樂/藝術教學,透過對音樂/藝術教材教法的認識，能將所學之教育基礎理論，實際有效展現在師生互動共感的教學情境以提升學習成效。學生在修習本課程結束後，將具備完善音樂/藝術教案之撰寫能力，且能以習得之表達溝通能力、探究與思考能力、美感品味與創造力，建置出美好的數位課室風景。
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP276&Crsname=藝術領域-表演藝術專長教材教法,,,False,中學學程,STP276,0,不分班,"藝術領域-表演藝術專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR ARTS/PERFORMING ARTS",2,期,False,50,0,3,47,鍾佳玲,"三1,2(社SS 2004-3)","['', '', '12', '', '', '', '']","《講授類》
國中表藝師資生選修，本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False,瞭解『藝術領域-表演藝術專長教學實習』課程內容與如何將所學轉化在教學現場，透過教學觀摩參訪與執行操作，並增進教學示例教案設計經驗以累積專業教學能力。,1.能理解新課綱如何運用與轉化在表演藝術課程之中。2.能靈活運用表演藝術教材教法於課程操作之中。3.能習得多元教學法並融合於表演藝術教學中。4.能精準展現學科本質於課堂教學中。5.能掌握新教育政策與時俱進。
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP278&Crsname=藝術領域藝術生活科-表演藝術專長教材教法,,,False,中學學程,STP278,0,不分班,"藝術領域藝術生活科-表演藝術專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR ARTS AND LIFE/PERFORMING ARTS",2,期,False,50,0,1,49,鍾佳玲,"三1,2(社SS 2004-3)","['', '', '12', '', '', '', '']","《講授類》
高中表演藝術師資生選修。本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False,\\140.117.152.55\crs_net_data\crs_outline\1131\outline\STP278.TXT瞭解『藝術領域藝術生活科-表演藝術專長教材教法』學科本質與課程內容，提供教學示例增加課程設計能力與如何實際操作表演藝術課程，並透過校外觀議課活動觀摩增加專業學習知能與累積班級經營經驗。,1.能理解新課綱如何運用與轉化在表演藝術課程之中。2.能靈活運用表演藝術教材教法於課程操作之中。3.能習得多元教學法並融合於表演藝術教學中。
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP284&Crsname=雙語教材教法,異動,更換時間8/13,False,中學學程,STP284,0,不分班,"雙語教材教法
METHODS AND MATERIALS FOR BILINGUAL EDUCATION",2,期,False,50,0,10,40,張宇慧,"一C,D(社SS 2006)","['CD', '', '', '', '', '', '']","《講授類》
本課程為教育專業課程，雙語授課",[],False,"\\140.117.152.55\crs_net_data\crs_outline\1131\outline\STP284.TXT本課程為加註雙語次專長之師資生修讀。This course is designed to facilitate teachers candidates acquiring related knowledge about bilingual teaching methods and learning materials. Teacher candidates will review topics including translanguaging, CLIL, multimodality, task-based learning and multiple assessments in order to create their bilingual lesson plans. Classroom observation in secondary schools will be supplemental resources for them to discuss practical methods. All teacher candidates are expected to create one lesson plan and demonstrate microteaching by the end of this course.","1. To familiarize with contemporary teaching approaches in the dimensions of the role of the teacher, the role of the students, the nature of student-teacher interaction, the view of language, and ways of evaluation.2. To critically determine which principles of the methods are mostly consistent with their own thinking and therefore uncover their beliefs about teaching3. To practice and demonstrate the instructional design"
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=STP291&Crsname=戶外探索教育與應用,異動,更換教室9/16,False,中學學程,STP291,0,不分班,"戶外探索教育與應用
ADVENTURE EDUCATION AND IMPLEMENTATION",2,期,False,50,0,4,46,宋宥賢,"三3,4(社SS  2002-2)","['', '', '34', '', '', '', '']","《講授類》
本課程為教育學程課程",['STREAM永續發展培力微學程'],False,本課程專為師資培育設計，旨在培養修習者在戶外探索教育及其應用方面的相關知識與技能。修習者將理解戶外探索教育的原則與技巧，以及工作的對象，即青少年群體。課程內容涵蓋青少年常見議題，並結合團體輔導技巧，以有效促進戶外學習體驗。整個課程中，修習者將參與實作活動及實踐課程，以提高其設計與實施戶外探索方案之能力。這些體驗旨在加強修習者思考如何在自身學科中融入戶外探索教育之概念與理念，以利未來有機會實作，並培養青少年個人成長、團隊合作及問題解決的技能。在課程後段規劃，修習者將有機會在真實情境中應用所學知識，實際體驗戶外探索教育之實踐狀況（即會有登山、攀岩等活動體驗之規劃）。,1.獲得在戶外探索教育及其應用方面的相關知識與技能。2.理解如何在學科中融入戶外探索教育的概念與理念。3.理解青少年常見的議題，以便設計適合的教育方案。4.熟悉與青少年工作時所需的團體輔導技巧。5.透過實作活動及實踐課程，強化設計與執行戶外探索方案的能力。
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=CLC101&Crsname=入門華語,,,False,外籍華語,CLC101,0,不分班,"入門華語
BEGINNER MANDARIN COURSE",3,期,False,50,0,64,-14,待聘,二B(國IR 5014、國IR 5019) 二5(國IR 5021、國IR 5022) 四5(國IR 4006-2) 四B(國IR 5017-2),"['', 'B5', '', 'B5', '', '', '']","《講授類》
限國際交換學生修習",[],False,依規定免登,依規定免登
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=CLC101A&Crsname=入門華語,,,False,外籍華語,CLC101A,0,不分班,"入門華語
BEGINNER MANDARIN COURSE",3,期,False,50,0,7,43,待聘,"一5,B(國IR 5019) 三5,B(國IR 5019)","['B5', '', 'B5', '', '', '', '']","《講授類》
限國際交換學生修習",[],False,依規定免登,依規定免登
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=CLC101B&Crsname=入門華語,,,False,外籍華語,CLC101B,0,不分班,"入門華語
BEGINNER MANDARIN COURSE",3,期,False,50,0,12,38,待聘,"二7(國IR 5016) 二8(國IR 5019) 四7,8(國IR 5022)","['', '78', '', '78', '', '', '']","《講授類》
限國際交換學生修習",[],False,依規定免登,依規定免登
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=CLC102&Crsname=基礎華語,,,False,外籍華語,CLC102,0,不分班,"基礎華語
BASIC MANDARIN COURSE",3,期,False,50,0,10,40,待聘,"二5,B(國IR 5023) 四5,B(國IR 5023)","['', 'B5', '', 'B5', '', '', '']","《講授類》
限國際交換學生修習",[],False,依規定免登,依規定免登
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=CLC102A&Crsname=基礎華語,,,False,外籍華語,CLC102A,0,不分班,"基礎華語
BASIC MANDARIN COURSE",3,期,False,50,0,2,48,待聘,"一6,7(國IR 5017-1) 三6,7(國IR 5017-1)","['67', '', '67', '', '', '', '']","《講授類》
限國際交換學生修習",[],False,依規定免登,依規定免登
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=CLC201&Crsname=初級華語一,,,False,外籍華語,CLC201,0,不分班,"初級華語一
ELEMENTARY MANDARIN COURSE LEVEL 1",3,期,False,50,0,11,39,待聘,"二5,B(國IR 5020) 四5,B(國IR 5020)","['', 'B5', '', 'B5', '', '', '']","《講授類》
限國際交換學生修習",[],False,\\140.117.152.55\crs_net_data\crs_outline\1131\outline\CLC201.TXT依規定免登,依規定免登
